displacement,velocity,cav,energy,rainfall,temp,crack_length,bench_height,slope_angle,rmr,joint_spacing,failure_label
2.123778314,6.812417691,126.7863834,15.41896589,0.808785754,27.22593178,1.187616824,28.41280723,54.17674486,27.47901427,0.648109578,1
2.284905381,7.602017785,134.3884012,18.32991669,0.309841462,24.5098787,1.254091887,28.41280723,54.17674486,27.47901427,0.648109578,1
2.377178907,5.125714044,139.5141153,1.045740484,0.095835853,22.93837256,1.302906234,28.41280723,54.17674486,27.47901427,0.648109578,1
2.455762516,4.829307941,144.3434232,0.527517709,0.126839325,24.88609092,1.338320495,28.41280723,54.17674486,27.47901427,0.648109578,1
2.538155838,6.270263453,150.6136867,2.37493902,0.019933898,27.09834724,1.380031034,28.41280723,54.17674486,27.47901427,0.648109578,1
2.664771297,7.346629875,157.9603165,12.1784136,0.474057961,23.04808237,1.442709241,28.41280723,54.17674486,27.47901427,0.648109578,1
2.7830435,7.167265014,165.1275815,0,0.235103564,23.17885023,1.492769107,28.41280723,54.17674486,27.47901427,0.648109578,1
2.903680131,7.265330422,172.392912,3.606160809,0.549518347,26.11709792,1.549573307,28.41280723,54.17674486,27.47901427,0.648109578,1
3.025221181,9.858702906,182.2516149,0,0.48461897,24.55692777,1.612974892,28.41280723,54.17674486,27.47901427,0.648109578,1
3.232303561,8.602848877,190.8544638,0.413551694,0.008210149,26.29496938,1.655478062,28.41280723,54.17674486,27.47901427,0.648109578,1
3.31198281,4.622013382,195.4764771,6.262053977,0.35296723,24.97270642,1.720603026,28.41280723,54.17674486,27.47901427,0.648109578,1
3.386370674,4.010976814,199.4874539,15.89903165,0.029193594,26.4033273,1.778179878,28.41280723,54.17674486,27.47901427,0.648109578,1
3.445682038,5.703310041,205.190764,17.71865137,0.015285587,22.92984377,1.803483616,28.41280723,54.17674486,27.47901427,0.648109578,1
3.576481009,8.617427573,213.8081916,0,0.227294377,24.9758307,1.882329712,28.41280723,54.17674486,27.47901427,0.648109578,1
3.732929623,7.522537253,221.3307288,6.733768339,0.12172707,24.57861997,1.922314817,28.41280723,54.17674486,27.47901427,0.648109578,1
3.82723225,4.568844098,225.8995729,0.360454042,0.315111378,22.56821815,1.93921291,28.41280723,54.17674486,27.47901427,0.648109578,1
3.885224427,3.503043461,229.4026164,3.026791209,0.654158965,21.8730441,1.968312036,28.41280723,54.17674486,27.47901427,0.648109578,1
3.944000366,5.739167358,235.1417837,1.979538701,0.110038008,26.37149807,1.997891133,28.41280723,54.17674486,27.47901427,0.648109578,1
4.076530005,8.090770439,243.2325542,0,0.184752341,24.29809524,2.048934599,28.41280723,54.17674486,27.47901427,0.648109578,1
4.213692714,7.929612659,251.1621668,11.16725747,0.000625288,22.95543944,2.093457589,28.41280723,54.17674486,27.47901427,0.648109578,1
4.340850427,5.816466842,256.9786337,12.91724367,0.046230904,24.80764213,2.13672095,28.41280723,54.17674486,27.47901427,0.648109578,1
4.407574942,5.349977424,262.3286111,6.905478681,0.224255707,27.25603771,2.199114989,28.41280723,54.17674486,27.47901427,0.648109578,1
4.519183008,6.523270698,268.8518818,1.577203375,0.002499825,20.43852431,2.255912496,28.41280723,54.17674486,27.47901427,0.648109578,1
4.625017298,6.503061609,275.3549434,5.459478659,0.209591865,22.00672262,2.312233454,28.41280723,54.17674486,27.47901427,0.648109578,1
4.735951728,7.635176062,282.9901195,5.793060508,0.19852969,23.15422712,2.370430023,28.41280723,54.17674486,27.47901427,0.648109578,1
4.879523167,7.64253649,290.632656,0,0.019462009,27.92235773,2.432752716,28.41280723,54.17674486,27.47901427,0.648109578,1
4.990702945,7.353763668,297.9864196,15.52362297,0.520026642,25.56517397,2.440593649,28.41280723,54.17674486,27.47901427,0.648109578,1
5.124648623,7.119738949,305.1061586,26.11656252,0.290323004,26.53463448,2.483304884,28.41280723,54.17674486,27.47901427,0.648109578,1
5.228027576,6.535047702,311.6412063,8.232537805,0.479373752,22.71967816,2.489700683,28.41280723,54.17674486,27.47901427,0.648109578,1
5.342483546,7.380611437,319.0218177,0.809630129,0.033241869,22.76092825,2.540421881,28.41280723,54.17674486,27.47901427,0.648109578,1
5.474047957,4.761198609,323.7830163,12.49425627,0.2806396,25.89562743,2.590329222,28.41280723,54.17674486,27.47901427,0.648109578,1
5.501190166,3.334759446,327.1177758,0,0.084061414,25.11654866,2.661239867,28.41280723,54.17674486,27.47901427,0.648109578,1
5.585206606,4.814934194,331.93271,7.346074522,0.609087605,26.09747764,2.734992555,28.41280723,54.17674486,27.47901427,0.648109578,1
5.661687973,4.336124246,336.2688342,10.34165821,0.132900931,24.62465802,2.789048056,28.41280723,54.17674486,27.47901427,0.648109578,1
5.729744081,4.628969851,340.8978041,1.740304872,0.192807144,25.55628745,2.829040835,28.41280723,54.17674486,27.47901427,0.648109578,1
5.815986968,7.82969859,348.7275026,0.531882158,0.06516427,25.31623817,2.888744057,28.41280723,54.17674486,27.47901427,0.648109578,1
5.990734034,6.943665293,355.6711679,0,0.128677439,26.55553478,2.928185704,28.41280723,54.17674486,27.47901427,0.648109578,1
6.047442478,6.153670858,361.8248388,0,0.278753067,26.61401656,2.978157851,28.41280723,54.17674486,27.47901427,0.648109578,1
6.195856395,4.928112874,366.7529517,2.710638249,0.212596549,21.76025601,3.047880578,28.41280723,54.17674486,27.47901427,0.648109578,1
6.211712907,2.973367798,369.7263195,18.15778712,0.002800947,20.50546289,3.086725151,28.41280723,54.17674486,27.47901427,0.648109578,1
6.294968655,5.741802053,375.4681215,13.11710465,0.007169422,27.0034908,3.152838723,28.41280723,54.17674486,27.47901427,0.648109578,1
6.403106309,7.123463095,382.5915846,3.728887964,0.122474738,27.37545019,3.216386751,28.41280723,54.17674486,27.47901427,0.648109578,1
6.532417425,7.946173367,390.537758,1.488936159,0.301336629,22.95875396,3.247290914,28.41280723,54.17674486,27.47901427,0.648109578,1
6.667978754,8.256860722,398.7946187,0,0.186791877,21.28032919,3.316768797,28.41280723,54.17674486,27.47901427,0.648109578,1
6.807646116,6.666933244,405.461552,3.14180544,0.040105701,25.19806964,3.380740124,28.41280723,54.17674486,27.47901427,0.648109578,1
6.890209862,4.783384703,410.2449367,3.783192426,0.324656083,26.86167645,3.432778642,28.41280723,54.17674486,27.47901427,0.648109578,1
6.967092273,6.593436133,416.8383728,5.05997969,0.674544018,28.59518904,3.467532173,28.41280723,54.17674486,27.47901427,0.648109578,1
7.109991067,7.000007335,423.8383801,31.55236665,0.082088592,26.03259514,3.500348052,28.41280723,54.17674486,27.47901427,0.648109578,1
7.200425851,3.799514028,427.6378941,24.39291764,0.130084283,24.25656661,3.539594801,28.41280723,54.17674486,27.47901427,0.648109578,1
7.236641534,2.386539694,430.0244338,1.517621621,0.117861122,23.21373876,3.60044669,28.41280723,54.17674486,27.47901427,0.648109578,1
7.279977174,2.92089075,432.9453246,3.136022513,0.069461347,25.02290258,3.631334187,28.41280723,54.17674486,27.47901427,0.648109578,1
7.334004559,5.366562687,438.3118873,2.280359657,0.085078713,24.40147059,3.690084431,28.41280723,54.17674486,27.47901427,0.648109578,1
7.458862597,6.95937972,445.271267,2.840646724,0.071506851,22.96986419,3.715249321,28.41280723,54.17674486,27.47901427,0.648109578,1
7.565983883,7.249366635,452.5206336,0.636873931,0.040530145,29.0975113,3.761167949,28.41280723,54.17674486,27.47901427,0.648109578,1
7.700508151,6.394849062,458.9154827,2.790480209,0.011965424,28.5703368,3.813360904,28.41280723,54.17674486,27.47901427,0.648109578,1
7.779145519,5.596930567,464.5124133,4.285429265,0.067454553,27.27209737,3.912263507,28.41280723,54.17674486,27.47901427,0.648109578,1
7.887072503,7.176195128,471.6886084,4.77612632,0.434120514,23.1582992,3.934717194,28.41280723,54.17674486,27.47901427,0.648109578,1
8.018352023,6.474365781,478.1629742,4.928280572,0.077712757,26.71003865,4.014157485,28.41280723,54.17674486,27.47901427,0.648109578,1
8.102884696,6.221143047,484.3841172,4.110630009,0.05399854,26.27925282,4.067154334,28.41280723,54.17674486,27.47901427,0.648109578,1
8.225723458,5.692273945,490.0763912,4.353786023,0.310930853,25.88509125,4.125377772,28.41280723,54.17674486,27.47901427,0.648109578,1
8.292627161,4.462530319,494.5389215,2.339453582,0.103479319,27.49933053,4.17774473,28.41280723,54.17674486,27.47901427,0.648109578,1
8.374474469,4.882812389,499.4217339,2.316355465,0.286272169,26.27074229,4.236639267,28.41280723,54.17674486,27.47901427,0.648109578,1
8.455387574,3.633633691,503.0553676,6.540509487,0.232415907,26.48002847,4.283565565,28.41280723,54.17674486,27.47901427,0.648109578,1
8.495595592,4.936699253,507.9920668,3.883917133,0.23242212,26.27381257,4.362646568,28.41280723,54.17674486,27.47901427,0.648109578,1
8.619944216,6.026355211,514.018422,1.67082065,0.072790939,25.68158282,4.403517145,28.41280723,54.17674486,27.47901427,0.648109578,1
8.696474099,5.314637668,519.3330597,1.0448296,0.170846514,21.43277774,4.476161837,28.41280723,54.17674486,27.47901427,0.648109578,1
8.797098805,6.739861166,526.0729209,11.95058171,0.580666587,25.16724215,4.513274494,28.41280723,54.17674486,27.47901427,0.648109578,1
8.921136137,7.390916752,533.4638376,0,0.271623739,23.88761608,4.562069457,28.41280723,54.17674486,27.47901427,0.648109578,1
9.043462696,7.667874428,541.131712,0,0.244287549,22.44031808,4.590630206,28.41280723,54.17674486,27.47901427,0.648109578,1
9.176731952,6.850349437,547.9820615,14.91728146,0.121065805,28.36363324,4.649730681,28.41280723,54.17674486,27.47901427,0.648109578,1
9.271807677,5.217324305,553.1993858,10.99512382,0.233373975,28.45799068,4.7286332,28.41280723,54.17674486,27.47901427,0.648109578,1
9.350642762,5.245475216,558.444861,5.085049592,0.146649848,27.7184412,4.777086076,28.41280723,54.17674486,27.47901427,0.648109578,1
9.446656851,3.349421033,561.794282,8.987707856,0.035919625,25.51042683,4.823148362,28.41280723,54.17674486,27.47901427,0.648109578,1
9.46229013,1.29832964,563.0926117,18.1660529,0.070923716,27.70125024,4.850856023,28.41280723,54.17674486,27.47901427,0.648109578,1
9.489934506,1.845281873,564.9378935,4.996444698,0.034185287,25.02410636,4.89627017,28.41280723,54.17674486,27.47901427,0.648109578,1
9.523799525,2.52008034,567.4579739,6.093889956,0.218826392,25.40559455,4.914414285,28.41280723,54.17674486,27.47901427,0.648109578,1
9.573937184,5.103791099,572.561765,7.015216343,0.020189828,22.81305726,4.946156725,28.41280723,54.17674486,27.47901427,0.648109578,1
9.693925895,5.241442757,577.8032077,4.983611715,0.018543482,25.79398261,5.000692446,28.41280723,54.17674486,27.47901427,0.648109578,1
9.748651943,3.283562834,581.0867706,8.528707733,0.043164695,25.12077186,5.07707271,28.41280723,54.17674486,27.47901427,0.648109578,1
0.031349849,6.985103918,6.985103918,6.382188098,0.088587736,23.13785302,0.035964661,26.68413125,51.6887759,32.89601272,0.929050241,0
0.147768248,6.760663404,13.74576732,15.5851407,0.534998457,23.00171022,0.10128377,26.68413125,51.6887759,32.89601272,0.929050241,0
0.256705296,5.343671813,19.08943914,1.71912084,0.479493092,25.073611,0.13604394,26.68413125,51.6887759,32.89601272,0.929050241,0
0.325890642,5.041532455,24.13097159,8.543536873,0.290588752,25.34601428,0.207857138,26.68413125,51.6887759,32.89601272,0.929050241,0
0.424756378,5.032161858,29.16313345,0,0.493404968,21.28737687,0.302069956,26.68413125,51.6887759,32.89601272,0.929050241,0
0.49362937,3.458637781,32.62177123,1.240806843,0.274860839,24.63938595,0.349628278,26.68413125,51.6887759,32.89601272,0.929050241,0
0.540044304,3.862025897,36.48379713,0.367696152,0.148971138,25.02814417,0.355777408,26.68413125,51.6887759,32.89601272,0.929050241,0
0.622363567,3.813594935,40.29739206,4.485718998,0.309857857,24.56970167,0.39481595,26.68413125,51.6887759,32.89601272,0.929050241,0
0.667164135,4.828213243,45.1256053,2.680541734,0.198899673,23.37321918,0.469453452,26.68413125,51.6887759,32.89601272,0.929050241,0
0.783304008,4.759067955,49.88467326,0,0.45865614,23.92092964,0.530514988,26.68413125,51.6887759,32.89601272,0.929050241,0
0.825799733,5.342837293,55.22751055,1.773475185,0.049153299,24.64628161,0.58549326,26.68413125,51.6887759,32.89601272,0.929050241,0
0.961398585,5.295746933,60.52325748,13.11784005,0.030005595,25.18160005,0.655666627,26.68413125,51.6887759,32.89601272,0.929050241,0
1.002324631,3.378339025,63.90159651,7.919815476,0.121864836,26.20958317,0.715355696,26.68413125,51.6887759,32.89601272,0.929050241,0
1.074009885,4.213652514,68.11524902,3.020258873,0.024132823,27.16171241,0.7897102,26.68413125,51.6887759,32.89601272,0.929050241,0
1.142779715,7.050814981,75.166064,15.94918714,0.124763774,24.41130455,0.858098673,26.68413125,51.6887759,32.89601272,0.929050241,0
1.309037051,8.483155012,83.64921902,0.889938704,0.226893726,24.08768761,0.938532682,26.68413125,51.6887759,32.89601272,0.929050241,0
1.425551549,6.177834215,89.82705323,0,0.381211637,25.87531135,0.995708604,26.68413125,51.6887759,32.89601272,0.929050241,0
1.514964859,6.430478458,96.25753169,41.46687304,0.699892361,26.22168983,1.063813792,26.68413125,51.6887759,32.89601272,0.929050241,0
1.639900831,3.587290641,99.84482233,0.843112361,0.075828565,24.13159913,1.107671251,26.68413125,51.6887759,32.89601272,0.929050241,0
1.634541213,2.774511095,102.6193334,0,0.096388125,26.58078695,1.145642034,26.68413125,51.6887759,32.89601272,0.929050241,0
1.732384534,8.931570882,111.5509043,8.558573253,0.087537165,26.95917068,1.229777387,26.68413125,51.6887759,32.89601272,0.929050241,0
1.932260243,9.194791026,120.7456953,15.28774647,0.009337511,27.58337293,1.284101481,26.68413125,51.6887759,32.89601272,0.929050241,0
2.038877568,6.300389513,127.0460848,25.69804278,0.034657679,28.55664181,1.350199092,26.68413125,51.6887759,32.89601272,0.929050241,0
2.142273226,6.924062323,133.9701472,7.03731704,0.021281506,23.26716772,1.402673892,26.68413125,51.6887759,32.89601272,0.929050241,0
2.269679645,8.165600434,142.1357476,2.901406431,0.164673022,25.02779642,1.440943579,26.68413125,51.6887759,32.89601272,0.929050241,0
2.414459908,4.347207826,146.4829554,13.775717,0.112039487,25.02255539,1.491163237,26.68413125,51.6887759,32.89601272,0.929050241,0
2.414586573,0.480310238,146.9632657,8.278955374,0.561725635,24.80385286,1.569883117,26.68413125,51.6887759,32.89601272,0.929050241,0
2.430470249,3.791947214,150.7552129,16.59489906,0.005668429,23.70147416,1.630987919,26.68413125,51.6887759,32.89601272,0.929050241,0
2.540984813,5.243122094,155.998335,7.143787854,0.063705967,22.02887599,1.646758456,26.68413125,51.6887759,32.89601272,0.929050241,0
2.605240985,6.89572305,162.894058,3.72337523,0.101033889,25.18535889,1.692453567,26.68413125,51.6887759,32.89601272,0.929050241,0
2.770842248,7.495276309,170.3893343,1.562733252,0.182097592,23.46328868,1.778099442,26.68413125,51.6887759,32.89601272,0.929050241,0
2.855083529,2.625442312,173.0147766,5.519798143,0.052450705,25.17198696,1.823823505,26.68413125,51.6887759,32.89601272,0.929050241,0
2.858356992,1.196183021,174.2109597,0.945431492,0.074890511,23.41191292,1.837813931,26.68413125,51.6887759,32.89601272,0.929050241,0
2.894956296,-0.026534905,174.2374946,10.80615343,0.053295291,22.80068331,1.925674909,26.68413125,51.6887759,32.89601272,0.929050241,0
2.857472495,1.524297665,175.7617922,20.63166996,0.230171019,25.46859672,1.989322759,26.68413125,51.6887759,32.89601272,0.929050241,0
2.945766219,5.366235503,181.1280277,5.652676529,0.052637489,25.30184305,2.037922502,26.68413125,51.6887759,32.89601272,0.929050241,0
3.036347012,5.080729744,186.2087575,6.298239357,0.248484774,26.15856394,2.080494147,26.68413125,51.6887759,32.89601272,0.929050241,0
3.115123877,6.981624494,193.190382,0,0.249691033,29.37172753,2.152141186,26.68413125,51.6887759,32.89601272,0.929050241,0
3.269067829,9.416098313,202.6064803,42.7385431,0.152045927,25.55457906,2.191301518,26.68413125,51.6887759,32.89601272,0.929050241,0
3.42899382,7.54219712,210.1486774,10.88401606,0.073052662,25.97016353,2.264266646,26.68413125,51.6887759,32.89601272,0.929050241,0
3.520474399,2.542376864,212.6910543,8.093699345,0.023458559,22.84487734,2.325110552,26.68413125,51.6887759,32.89601272,0.929050241,0
3.513739716,3.72388187,216.4149361,3.512014419,0.113138927,22.42618512,2.380004191,26.68413125,51.6887759,32.89601272,0.929050241,0
3.644603795,7.758962714,224.1738989,1.100293964,0.224578543,28.16565889,2.432914487,26.68413125,51.6887759,32.89601272,0.929050241,0
3.772371806,7.297127698,231.4710266,0,1.90362394,23.15304044,2.479415126,26.68413125,51.6887759,32.89601272,0.929050241,0
3.887841385,7.936306979,239.4073335,0,0.074622723,22.91211186,2.550327928,26.68413125,51.6887759,32.89601272,0.929050241,0
4.036915372,5.724977479,245.132311,5.453933721,0.028693463,24.92180216,2.583021072,26.68413125,51.6887759,32.89601272,0.929050241,0
4.078673967,7.265890935,252.3982019,0,0.018167912,24.81961517,2.600582569,26.68413125,51.6887759,32.89601272,0.929050241,0
4.279111737,7.57399145,259.9721934,35.08343111,0.443583319,23.19498699,2.662871372,26.68413125,51.6887759,32.89601272,0.929050241,0
4.331140349,5.684692761,265.6568862,6.26842209,0.13728753,24.39005356,2.725496138,26.68413125,51.6887759,32.89601272,0.929050241,0
4.468601496,4.592812849,270.249699,6.913247186,0.07061235,27.45875144,2.785100961,26.68413125,51.6887759,32.89601272,0.929050241,0
4.484234111,2.073581427,272.3232804,2.438731686,0.117247471,23.38801278,2.843255529,26.68413125,51.6887759,32.89601272,0.929050241,0
4.537720876,6.879155939,279.2024364,8.377564969,0.081328631,22.21265503,2.886844721,26.68413125,51.6887759,32.89601272,0.929050241,0
4.713539309,7.883203236,287.0856396,15.86732986,0.110738861,26.88518724,2.952594375,26.68413125,51.6887759,32.89601272,0.929050241,0
4.800494318,6.868534173,293.9541738,2.620836545,0.194879515,25.98459382,3.001683213,26.68413125,51.6887759,32.89601272,0.929050241,0
4.942490448,7.615316991,301.5694908,14.94971055,0.051015134,23.75896276,3.041940942,26.68413125,51.6887759,32.89601272,0.929050241,0
5.054338217,6.197995849,307.7674866,17.62139072,0.269732766,21.83566597,3.085703115,26.68413125,51.6887759,32.89601272,0.929050241,0
5.149090309,7.888338253,315.6558249,1.536489488,0.315799589,23.51075329,3.176115909,26.68413125,51.6887759,32.89601272,0.929050241,0
5.317282826,7.69078725,323.3466121,1.559547774,0.028940539,24.89059113,3.191416388,26.68413125,51.6887759,32.89601272,0.929050241,0
5.405449885,2.973904602,326.3205167,9.552715431,0.031537053,27.33134418,3.25141215,26.68413125,51.6887759,32.89601272,0.929050241,0
5.416412979,2.124032701,328.4445494,1.820718083,0.113270744,22.92683605,3.267829941,26.68413125,51.6887759,32.89601272,0.929050241,0
5.476250975,5.621927455,334.0664769,1.379504372,0.271958446,24.83096024,3.315665274,26.68413125,51.6887759,32.89601272,0.929050241,0
5.603810561,7.420051253,341.4865281,8.550706454,0.089702786,26.35028932,3.356992725,26.68413125,51.6887759,32.89601272,0.929050241,0
5.723586016,4.242676284,345.7292044,22.74196273,1.027550101,20.23746532,3.365292159,26.68413125,51.6887759,32.89601272,0.929050241,0
5.745233104,2.562898846,348.2921033,0,0.329068998,27.06757234,3.423072911,26.68413125,51.6887759,32.89601272,0.929050241,0
5.809015978,4.040904197,352.3330075,5.367659271,0.010806154,22.63509886,3.465472149,26.68413125,51.6887759,32.89601272,0.929050241,0
5.87992991,4.579213585,356.912221,20.50288568,0.175251235,25.66399099,3.473488022,26.68413125,51.6887759,32.89601272,0.929050241,0
5.961656431,3.387925226,360.3001463,3.240647243,0.265121365,25.4933663,3.540279384,26.68413125,51.6887759,32.89601272,0.929050241,0
5.992860751,2.993572955,363.2937192,0,0.027280436,27.16917278,3.618979508,26.68413125,51.6887759,32.89601272,0.929050241,0
6.061442196,3.96452761,367.2582468,7.834113292,0.37778411,26.10184876,3.698781995,26.68413125,51.6887759,32.89601272,0.929050241,0
6.125011672,6.064384162,373.322631,8.30844827,0.049141406,20.24541902,3.755961124,26.68413125,51.6887759,32.89601272,0.929050241,0
6.263588335,8.370981856,381.6936129,9.048142924,0.046644515,23.43044151,3.806882286,26.68413125,51.6887759,32.89601272,0.929050241,0
6.4040444,6.994966279,388.6885791,1.247401164,0.188147719,25.27641026,3.883445419,26.68413125,51.6887759,32.89601272,0.929050241,0
6.496753877,5.193224619,393.8818038,22.07675237,0.013246526,24.61004023,3.96709309,26.68413125,51.6887759,32.89601272,0.929050241,0
6.577151887,5.621826774,399.5036305,11.87716258,0.208798511,25.95522146,4.039764464,26.68413125,51.6887759,32.89601272,0.929050241,0
6.684148103,4.985023807,404.4886543,0.729482403,0.056056444,26.57873311,4.070933712,26.68413125,51.6887759,32.89601272,0.929050241,0
6.743319348,3.054889216,407.5435436,5.44207696,0.047808024,26.21690347,4.124960609,26.68413125,51.6887759,32.89601272,0.929050241,0
6.785977744,2.869420063,410.4129636,9.846456075,0.240878322,24.57145011,4.183750932,26.68413125,51.6887759,32.89601272,0.929050241,0
6.838966683,3.637448441,414.0504121,1.912286159,0.136782008,21.30732598,4.197558593,26.68413125,51.6887759,32.89601272,0.929050241,0
6.907226025,3.302569554,417.3529816,2.959668651,0.253549502,24.0890375,4.256945806,26.68413125,51.6887759,32.89601272,0.929050241,0
6.949052335,4.497878639,421.8508603,1.443195083,0.156739167,25.8327363,4.352405643,26.68413125,51.6887759,32.89601272,0.929050241,0
7.057155313,7.337662849,429.1885231,5.137253385,0.428492361,22.81910549,4.415204366,26.68413125,51.6887759,32.89601272,0.929050241,0
7.193641097,4.713926059,433.9024492,0,0.31840775,26.26254946,4.494672628,26.68413125,51.6887759,32.89601272,0.929050241,0
7.214286181,3.657045616,437.5594948,6.513819837,0.0982444,26.81678659,4.548330922,26.68413125,51.6887759,32.89601272,0.929050241,0
7.315542617,5.707789374,443.2672841,2.875637602,0.209187539,25.25373395,4.596866556,26.68413125,51.6887759,32.89601272,0.929050241,0
7.404545827,6.182359335,449.4496435,0,0.024489854,18.87244027,4.654491984,26.68413125,51.6887759,32.89601272,0.929050241,0
7.521621262,6.492854876,455.9424984,4.145154566,0.240948519,22.44382327,4.688175451,26.68413125,51.6887759,32.89601272,0.929050241,0
7.620974323,3.800192928,459.7426913,4.114404335,0.023286336,28.77237832,4.718899947,26.68413125,51.6887759,32.89601272,0.929050241,0
7.648294359,1.926017132,461.6687084,0,0.00364448,23.90692441,4.794226038,26.68413125,51.6887759,32.89601272,0.929050241,0
7.685174894,4.150551415,465.8192598,0.595470618,0.103044379,21.03171355,4.871672885,26.68413125,51.6887759,32.89601272,0.929050241,0
7.786646073,7.587306743,473.4065666,0.285629735,0.087091953,27.47049478,4.901850759,26.68413125,51.6887759,32.89601272,0.929050241,0
7.938085119,4.221890323,477.6284569,2.512096659,0.227281572,25.02671118,4.971210735,26.68413125,51.6887759,32.89601272,0.929050241,0
7.92737575,3.197308813,480.8257657,0,0.01705729,27.20988098,5.019471535,26.68413125,51.6887759,32.89601272,0.929050241,0
8.044662079,8.303022878,489.1287886,4.411518881,0.458283688,25.55391735,5.076267707,26.68413125,51.6887759,32.89601272,0.929050241,0
8.20414318,7.554894194,496.6836828,12.75889066,0.366652167,25.91711827,5.135472079,26.68413125,51.6887759,32.89601272,0.929050241,0
8.296491886,6.59576493,503.2794477,2.086852144,0.554511256,25.7260185,5.205359089,26.68413125,51.6887759,32.89601272,0.929050241,0
8.424002011,5.770700123,509.0501478,13.33860792,0.020005564,26.39497662,5.257013453,26.68413125,51.6887759,32.89601272,0.929050241,0
8.488848557,4.76634708,513.8164949,7.870837443,0.085812782,29.5548609,5.335216693,26.68413125,51.6887759,32.89601272,0.929050241,0
8.582880247,3.389580424,517.2060753,0.307557289,0.037513052,26.94201267,5.39140495,26.68413125,51.6887759,32.89601272,0.929050241,0
8.601834571,0.05211476,517.2581901,6.392696833,0.049085423,21.83932136,5.453888635,26.68413125,51.6887759,32.89601272,0.929050241,0
8.584617405,-1.033029925,518.29122,5.565770648,0.116588726,25.89332303,5.487223383,26.68413125,51.6887759,32.89601272,0.929050241,0
0.216551234,8.458342718,8.458342718,19.31928667,0.148111235,21.83609497,0.040897653,29.10417003,54.31386649,52.36144262,0.793915564,0
0.357523612,6.727990259,15.18633298,11.43727616,0.337423907,25.01910457,0.086108232,29.10417003,54.31386649,52.36144262,0.793915564,0
0.440817576,7.372352945,22.55868592,3.486130808,0.11676979,22.79886933,0.120025233,29.10417003,54.31386649,52.36144262,0.793915564,0
0.60326871,8.905072323,31.46375824,6.523436196,0.034049419,21.53122848,0.15012977,29.10417003,54.31386649,52.36144262,0.793915564,0
0.73765332,9.980729485,41.44448773,0,0.108831221,25.27374664,0.179241441,29.10417003,54.31386649,52.36144262,0.793915564,0
0.935959693,6.627441958,48.07192969,0,0.074170443,25.97576668,0.216880353,29.10417003,54.31386649,52.36144262,0.793915564,0
